text,category
howard denies split over id cards michael howard has denied his shadow cabinet was split over its decision to back controversial labour plans to introduce id cards.  the tory leader said his front bench team had reached a  collective view  after holding a  good discussion   but admitted it was  not an easy issue . he had decided to support the plans as the police said they would help fight terror  crime and illegal immigration. the lib dems have pledged to oppose the bill when it is debated next monday.  tory sources say senior party figures had argued vociferously against the id card scheme. among those reported to have serious reservations over the strategy were senior shadow cabinet members david davis  oliver letwin and tim yeo. but mr howard denied mr yeo  his transport and environment spokesman  said the plans  stink . he also said he was confident shadow home secretary mr davis would  set out the position very clearly  when he stands up to debate the matter next week. mr howard said the police had said id cards could  help them foil a terror bomb plot in which people could lose their lives . he added:  when the police say that you have to take them seriously .  he acknowledged there were  good libertarian arguments  against the cards  but said the shadow cabinet had weighed up all the  conflicting interests  before reaching its decision.  i don t pretend that it is an easy decision but at the end of the day a decision has to be taken.  he also denied he was afraid of looking  soft  on the issue  compared to labour. the conservatives announced their support for the government plans on monday evening.  sources within the party told the bbc mr howard had always been in favour of id cards  and tried to introduce them when he was home secretary. but the tories insisted they would hold ministers to account over the precise purpose of the scheme.  they said they would also press labour over whether objectives could be met and whether the home office would be able to deliver them. and they pledged to assess the cost effectiveness of id cards and whether people s privacy would be properly protected.  it is important to remember that this bill will take a decade to come into full effect   a spokesman said. lib dem home affairs spokesman mark oaten has branded the id scheme a waste of money and  deeply flawed . he said:  this has all the signs of michael howard overruling colleagues  concerns over id cards.   the chairman of the bar council  guy mansfield qc warned there was a real risk that people on the  margins of society  would be driven into the hands of extremists.  what is going to happen to young asian men when there has been a bomb gone off somewhere  they are going to be stopped. if they haven t [id cards] they are going to be detained.  tory ex-minister douglas hogg said he opposed the plans for id cards branding them a  regressive  step which would intrude into the lives of ordinary citizens without any counterbalancing benefits. he predicted ultimately carrying the cards would become compulsory and that would lead to large numbers of britain s ethnic minorities being stopped by police.,politics
warnings about junk mail deluge the amount of spam circulating online could be about to undergo a massive increase  say experts.  anti-spam group spamhaus is warning about a novel virus which hides the origins of junk mail. the program makes spam look like it is being sent by legitimate mail servers making it hard to spot and filter out. spamhaus said that if the problem went unchecked real e-mail messages could get drowned by the sheer amount of junk being sent.  before now many spammers have recruited home pcs to act as anonymous e-mail relays in an attempt to hide the origins of their junk mail. the pcs are recruited using viruses and worms that compromise machines via known vulnerabilities or by tricking people into opening an attachment infected with the malicious program. once compromised the machines start to pump out junk mail on behalf of spammers. spamhaus helps to block junk messages from these machines by collecting and circulating blacklists of net addresses known to harbour infected machines. but the novel worm spotted recently by spamhaus routes junk via the mail servers of the net service firm that infected machines used to get online in the first place. in this way the junk mail gets a net address that looks legitimate. as blocking all mail from net firms just to catch the spam is impractical  spamhaus is worried that the technique will give junk mailers the ability to spam with little fear of being spotted and stopped. steve linford  director of spamhaus  predicted that if a lot of spammers exploit this technique it could trigger the failure of the net s e-mail sending infrastructure. david stanley  uk managing director of filtering firm ciphertrust  said the new technique was the next logical step for spammers.  they are adding to their armoury   he said. the amount of spam in circulation was still growing  said mr stanley  but he did not think that the appearance of this trick would mean e-mail meltdown. but kevin hogan  senior manager at symantec security response  said such warnings were premature.  if something like this mean the end of e-mail then e-mail would have stopped two-three years ago   said mr hogan. while the technique of routing mail via mail servers of net service firms might cause problems for those that use blacklists and block lists it did not mean that other techniques for stopping spam lost their efficacy too. mr hogan said 90% of the junk mail filtered by symantec subsidiary brightmail was spotted using techniques that did not rely on looking at net addresses. for instance  said mr hogan  filtering out e-mail messages that contain a web link can stop about 75% of spam.,tech
willis sues over movie  injury  actor bruce willis is suing revolution studios over an injury he said he suffered while making tears of the sun.  willis is seeking medical expenses after he said he was hit in the head by a firework during the filming of the 2002 movie  produced by the firm. the lawsuit said the star has endured mental and physical injuries as a result of the alleged incident.  we are not able to comment on pending litigation   revolution studios spokesman sean dudas said.  in tears of the sun willis plays a us military commander who disobeys orders to try and help save a doctor and patients trapped in the nigerian jungle. directed by antoine fuqua  the film was poorly received by critics and did not perform strongly at the box office. according to the lawsuit  the injury was suffered during the firing of explosions as part of a special effect. the explosions  known as squibs  were intended to  simulate the appearance of bullets striking the ground . the lawsuit said willis has endured  extreme mental  physical and emotional pain and suffering.  there were no specific details on the injuries. while willis does not seek specific monetary damages  the lawsuit noted that the star  was required to and did employ physicians and other medical personnel . it stated he will incur additional future medical expenses. the lawsuit said revolution studios and special effects foreman joe pancake  had a duty to willis to ensure that the squibs were inspected  set up  placed and detonated in a safe manner  and to employ technicians who were trained and competent in their use .,entertainment
green reports shun supply chain nearly 20% more uk top 250 firms produced non-financial reports on social and environment issues than last year.  but of the 145 companies reporting  76% didn t examine their supply chains  says the annual directions survey. green groups say putting pressure on supply chains is a major way companies can reduce their environmental impact. the survey is published by corporate social responsibility firm context and branding firm salterbaxter.  blake lee-harwood  campaigns director at greenpeace in the uk  said:  it s fairly meaningless to talk about your company s direction in terms of sustainability without having detailed knowledge of your supply chain.  it s also important to get some kind of independent assessment of your reporting.   less than a quarter of companies (24%) get their corporate social responsibility (csr) reports independently verified to provide assurances they are accurate and complete  says the survey. to date there are no set standards for non-financial reporting  although the global reporting initiative  an independent pro-sustainability institution  is planning to establish some. the reports surveyed by directions are published voluntarily. they are usually called corporate social responsibility (csr) reports  sustainability reports  or social and environmental reports.  peter knight  director of context  says 24 uk top 250 companies reported for the first time this year and  in general  the quality of reports has improved.  the corporate lexicon of homilies  generalities and soft assurances - fluff - is on its way out. there are less pictures of smiling children and butterflies.  the uk government will soon require all quoted companies to report their social and environmental risks in a chapter in their annual reports  called the operating and financial review. the regulation is not expected until 2005 and the first reports under this scheme will not be published before 2006. the us seems to lag europe in producing corporate social responsibility reports. the majority of european top 50 companies (44) publish them and only 27 of the us top 50.,business
aids and climate top davos agenda climate change and the fight against aids are leading the list of concerns for the first day of the world economic forum in the swiss resort of davos.  some 2 000 business and political leaders from around the globe will listen to uk prime minister tony blair s opening speech on wednesday. mr blair will focus on africa s development plans and global warming. earlier in the day came an update on efforts to have 3 million people on anti-aids drugs by the end of 2005. the world health organisation (who) said 700 000 people in poor countries were on life-extending drugs - up from 440 000 six months earlier but amounting to only 12% of the 5.8 million who needed them. a $2bn  funding gap  still stood in the way of hitting the 2005 target  the who said.  the themes to be stressed by mr blair - whose attendance was announced at the last minute - are those he wants to dominate the uk s chairmanship of the g8 group of industrialised states. other issues to be discussed at the five-day conference range from china s  economic power to iraq s future after this sunday s elections. aside from mr blair  more than 20 other world leaders are expected to attend including french president jacques chirac - due to speak by video link after bad weather delayed his helicopter - and south african president thabo mbeki  whose arrival has been delayed by ivory coast peace talks. the ukraine s new president  viktor yushchenko  will also be there - as will newly elected palestinian leader mahmoud abbas. showbiz figures will also put in an appearance  from u2 frontman bono - a well-known campaigner on trade and development issues - to angelina jolie  a goodwill campaigner for the un on refugees.  unlike previous years  protests against the wef are expected to be muted. anti-globalisation campaigners have called off a demonstration planned for the weekend. at the same time  about 100 000 people are expected to converge on the brazilian resort of porto alegre for the world social forum - the so-called  anti-davos  for campaigners against globalisation  for fair trade  and many other causes.  in contrast  the davos forum is dominated by business issues - from outsourcing to corporate leadership - with bosses of more than a fifth of the world s 500 largest companies scheduled to attend. a survey published on the eve of the conference by pricewaterhousecoopers said four in ten business leaders were  very confident  that their companies would see sales rise in 2005. asian and american executives  however  were much more confident than their european counterparts. but the political discussions  focusing on iran  iraq and china  are likely to dominate media attention.,business
a year to remember for irish there used to be one subliminal moment during a year in irish rugby that stood out more than most.  well  at least there used to one. now there is a handful to look back with a mixture of satisfaction  and sorrow. it has been quite a year for the irish  and not just with eddie o sullivan s triple crown winning international outfit either. right down through the ranks irish rugby is creating waves and upsetting the more established teams in the game. but most of the kudos will go to o sullivan and his merry band of warriors who not only collected their first triple crown for 29 years  but also finished their autumn campaign with a 100% record. for the second year in succession they also finished in the runners-up spot in the rbs six nations. but in the three games in november which included a victory over tri-nations champions and grand slam chasing south africa  ireland finsihed the year on a high. the 18-12 victory at lansdowne road was only their second victory over the boks after the initial success back in 1965. that success was revenge for the consecutive defeats in blomefontein and cape town in the summer. those two reverses and the 35-17 flop against france  were the only dark patches in an otherwise excellent 12 months. but the big one  of course  was the 19-13 defeat of world cup champions england on their precious twickenham turf. the winning try was conceived in o sullivan s mind  perfectly executed by the team and finished immaculately by girvan dempsey. for me  the try of the championship. o sullivan s career is now in vertical take-off mode. it is no wonder that sir clive woodward has elevated the galway-based coach to head the lions test side. not only that  but a fair majority of the present ireland side will be wearing red next june in new zealand.  there can be no doubt that ireland s representation will be the biggest ever  albeit in a proposed 44-man squad. in brian o driscoll and paul o connell  ireland have now the two front-runners for the captaincy. gordon d arcy  whose career began as a teenager back in 1999  finally arrived when he was named the six nations player of the tournament. but it was not only the senior squad that brought kudos to ireland  the youngsters strutted their stuff on the big stage as well. the under-21 squad confounded the doubters as they went all the way to the world cup final in scotland only to be beaten by a powerful all black side in the decider. the young irish boys had stated their intentions earlier in the season when they finished runners-up to england in the six nations under-21 tournament. on the provincial front  leinster  for second year in succession  blew it when the heineken cup looked a good wager. while ulster finished runners-up in their very tight group for the second season in succession  it was munster again flying the flag for the irish. looking to reach their third final  they went down 37-32 to eventual winners wasps in what many beileve was the most competitive and thunderous game ever witnessed at lansdowne road. how wasps recovered from that energy-sapping duel  and then go onto to defeat toulouse in the final was anybody s guess. ulster  meanwhile  just lost out to adding the inaugural celtic cup in winning the celtic league when they were pipped at the post by the scarlets in the final game.  ulster  however  took time to start the new season under new coach mark mccall. the once famous ravenhill fortress was breached four times as ulster only manged five wins from their first 12 outings in the celtic league. leinster are again looking the most potent outfit going into 2005  but whether they can take that final step under declan kidney is another thing. on the down side  irish rugby was hit by a number of tragedies. teenage star john mccall died while playing for the ireland against new zealand in the under-19 world cup game in durban. that happened only 10 days after he led royal armagh to their first ulster schools  cup success since 1977. the death of former ireland coach and lions flanker mike doyle in a car crash in northern ireland shocked the rugby fraternity a larger than life character  doyle had coached ireland to the triple crown in 1985  the last time that goal had been achieved before this season. ulster rugby also suffered the sudden deaths of well-known londonderry ym player jim huey  coleraine s jonathan hutchinson  and belfast harlequins lock johnny poole. they all passed away long before the full-time whistle.,sport
mobiles double up as bus tickets mobiles could soon double up as travel cards  with nokia planning to try out a wireless ticket system on german buses.  early next year travellers in the city of hanau  near frankfurt  will be able to pay for tickets by passing their phone over a smart-card reader already installed on the buses. passengers will need to own a nokia 3220 handset which will have a special shell attached to it. the system would reduce queues and make travelling easier  said nokia.  transport systems around the world are seeing the advantage of using ticketless smartcards. using a mobile phone is the next step  said gerhard romen  head of market development at nokia.  the ticketless trial will start early in 2005 and people will also be able to access transport information and timetables via their phones. nokia has worked with electronics giant philips to develop a shell for the mobile phone that will be compatible with hanau s existing ticketing system. the system opens up possibilities for mobile devices to be interact with everyday environments  said mr romen.  it could be used in shops to get product information  at bus-stops to get information about the next bus or  for example  by being passed over an advert of a rock star to find out details of concerts or get ringtones   he told the bbc news website. he is confident that the trial being run in germany could be extended to transport systems in other countries.  the technology offers access to a lot of services and makes it easy to get the information you want   he said.,tech
moore questions captaincy brian moore believes the england captain should not be a full-back.  jason robinson has led the team during their opening three defeats in the six nations tournament  in the absence of fly-half jonny wilkinson. the world champions have struggled since the retirement of former captain martin johnson  a lock forward. and former england captain moore told the bbc:  full-backs are too far away from the action. that s not a reflection on robinson personally.  he added:  i just think the point of influence needs to move closer to the pack - which is  after all  where games usually start and finish.  moore says a lack of cohesion in the forwards is one of the reasons why england have lost against wales  france and ireland in this year s tournament.  assertiveness in the pack isn t there  we re not getting enough people into the breakdowns   he explained.  wer e not getting quick ball  which means the backs are being stifled. their creativity depends on quick ball and we re not getting that.   with injuries depriving him of key players like wilkinson  coach andy robinson has given youngsters such as harry ellis and jamie noon a chance. and moore believes the last two games against italy and scotland are a good opportunity to experiment further.  the problem is the players that are around to replace the icons which have been lost because of retirement and injury don t have the requisite experience   moore added.  you can t do anything about that but play them. there are players who have been knocking on the door  it s time for them to be looked at in these last two games because there s nothing on them.  we then go into next season with a greater certainty of who can and cannot handle the pressure of international rugby.,sport
cairn energy in indian gas find shares in cairn energy rose 3.8% to 1 088 pence on tuesday after the uk firm announced a fresh gas discovery in northern india.  the firm  which last year made a number of other new finds in the rajasthan area  said the latest discovery could lead to large gas volumes. however  chief executive bill gammell cautioned that additional evalution was first needed at the site. cairn has also been granted approval to extend its rajasthan exploration area. this approval has come from the indian government.  a spokesman said the company s decision to carry out further investigations at the new find showed that it believed there was significant gas. but he added:  it s still too early to say what the extent of it is.  cairn s string of finds in rajasthan last year saw it elevated to the ftse 100 index of the uk s leading listed companies. the company had bought the rights to explore in the area from oil giant shell. mr gammell is a former scottish international rugby player.,business
collins banned in landmark case sprinter michelle collins has received an eight-year ban for doping offences after a hearing at the north american court of arbitration for sport (cas).  america s former world indoor 200m champion is the first athlete to be suspended without a positive drugs test or an admission of drugs use. collins  ban is a result of her connection to the federal inquiry into the balco doping scandal. the 33-year-old was found guilty of using performance-enhancing drugs. the us anti-doping agency (usada) decided to press charges against collins in the summer. the sprinter has consistently protested her innocence but the cas has upheld usada s findings.  the usada has proved  beyond a reasonable doubt  that collins took epo  the testosterone/epitestosterone cream and thg   said a cas statement.  collins used these substances to enhance her performance and elude the drug testing that was available at the time.  so far a total of 13 athletes have been sanctioned for violations involving drugs associated with the balco doping scandal. world record holder tim montgomery is also facing a lifetime ban after being charged by the usada. his hearing before the csa has been rescheduled for june next year.  drug enforcement chiefs in the us have vowed to crack down on cheats. usada chief executive officer terry madden said the action taken against collins was further proof of that.  the cas panel s decision confirms that those who violate the rules will be sanctioned as part of usada s ongoing efforts to protect the rights of the overwhelming majority of us athletes that compete drug-free   said madden. the usada has built its cases on verbal evidence given to the federal investigation into balco rather than test results. the san francisco-based balco laboratory faces steroid distribution and money laundering charges. the trial is expected to open next march.,sport
us airways staff agree to pay cut a union representing 5 200 flight attendants at bankrupt us airways have agreed to a new contract that cuts pay by nearly 10%.  the deal will help the carrier  trying to survive by cutting costs by nearly $1bn (Â£530m) a year  save about $94m. more than two thirds of its 28 000 staff have now accepted wage cuts. but talks are still continuing with a union representing mechanics  baggage handlers and cleaners  which has so far failed to negotiate a new contract. the seventh largest carrier in the us sought bankruptcy protection for a second time in two years last september. it had been one of the quickest to deal with difficulties faced by the aviation industry after the 9/11 attacks in 2001. but it emerged from chapter 11 bankruptcy in march 2003 to face competition from low-cost carriers and higher fuel costs. us airways management has said it may need to start liquidating assets if it does not receive concessions from all staff by the middle of this month.,business
news corp eyes video games market news corp  the media company controlled by australian billionaire rupert murdoch  is eyeing a move into the video games market.  according to the financial times  chief operating officer peter chernin said that news corp is  kicking the tyres of pretty much all video games companies . santa monica-based activison is said to be one firm on its takeover list. video games are  big business   the paper quoted mr chernin as saying. we  would like to get into it .  the success of products such as sony s playstation  microsoft s x-box and nintendo s game cube have boosted demand for video games. the days of arcade classics such as space invaders  pac-man and donkey kong are long gone. today  games often have budgets big enough for feature films and look to give gamers as real an experience as possible. and with their price tags reflecting the heavy investment by development companies  video games are proving almost as profitable as they are fun.  mr chernin  however  told the ft that news corp was finding it difficult to identify a suitable target.  we are struggling with the gap between companies like electronic arts (ea)  which comes with a high price tag  and the next tier of companies   he explained during a conference in phoenix  arizona.  these may be too focused on one or two product lines.  activision has a stock market capitalisation of about $2.95bn (Â£1.57bn)  compared to ea s $17.8bn. some of the games industry s main players have recently been looking to consolidate their position by making acquisitions. france s ubisoft  one of europe s biggest video game publishers  has been trying to remain independent since electronic arts announced plans to buy 19.9% of the firm. analysts have said that industry mergers are likely in the future.,business
howard unveils tory asylum plans tory plans to cut immigration to the uk are not racist and will make the asylum system fairer for genuine refugees  michael howard has said.  as his party set out detailed asylum reform plans  mr howard said they would help smash people smuggling gangs. there would be an annual limit on asylum and all claims would be processed overseas. some charities say the plans would put refugees  lives at risk if they were turned away once quotas were filled.  tony blair said labour would set out workable plans for tackling immigration abuse in the next few weeks and attacked the tory plans.  by cutting the number of front-line immigration staff at our borders  they will actually make the problem worse   said mr blair. liberal democrat chairman matthew taylor said there needed to be a quick  fair and firm asylum system. but he said it was  absolutely disgusting  to propose a system which could turn away genuine refugees. the conservatives say there is little risk of this happening as demand for asylum will be considered when quotas are set.  in a speech in london on monday  mr howard said:  it s not racist  as some people to claim  to talk about controlling immigration far from it.  he said that coming from an immigrant family himself he recognised that  firm but fair  immigration controls were essential for good community relations.    - withdrawing from the 1951 united nations convention on refugees  which obliges countries to accept people being persecuted on the basis of need  not numbers   - introduce laws to allow the immediate removal of asylum seekers whose claims were clearly unfounded because they came from safe countries or had destroyed documents   - detain asylum seekers without documents so people whose identity was not known were not able to move freely around the uk - a worry for  national security    - stop considering asylum applications inside the uk and instead take people from united nations refugee agency camps. anyone applying for asylum would be taken to new centres close to their countries of origin.     the tories also want quotas for those seeking work permits through an australian-style points system and those wanting to join families in the uk.  mr howard said nearly 160 000 people were settling in the uk every year - the size of a city like peterborough. the plans would help achieve a  substantial reduction  in immigration  he said  although he could not predict a figure. he said that only two out of 10 asylum seekers had their claims accepted under the current  unfair and inhumane  system.   we need to break the link between arriving in britain and claiming asylum   mr howard said.  by breaking that link we can smash the criminal gangs at the heart of the trade in people smuggling.   but the un refugees agency is worried the policy sends the wrong message to poorer countries which receive the bulk of refugees. and a spokesman for european justice and home affairs commissioner franco frattini said the plans would contravene eu asylum policy  which meant the uk could not simply refuse to hear an asylum case. refugee council chief executive maeve sherlock called the plans  dangerous  ill thought-out and hugely irresponsible . lives could be put at risk if refugees were turned away once the quotas were filled  she warned. commission for racial equality chairman trevor phillips said asylum applications were down 40% and economic migration down about 10%.  he did not think mr howard intended to centre the debate about race. but he warned that some campaigners could use his words to hint the policy was about keeping out people of a different colour or culture. mr howard called that suggestion  disgraceful .,politics
day-lewis set for berlin honour actor daniel day-lewis is to be presented with an award for his career in film at the berlin film festival.  the 47-year-old  whose credits include his oscar-winning performance in my left foot  will be presented with the berlinale camera award on 15 february. the honour  awarded since 1986  honours figures in cinema that the festival feels  particularly indebted to . man to man  a historical epic starring kristin scott thomas  opens the german festival on 10 february. a candid documentary about the life and career of singer george michael  a different story will also be screened at the 10-day event.    day-lewis has competed four times at the berlin film festival  with films in the name of the father (1994)  the crucible (1997)  the boxer (1998) and martin scorsese s gangs of new york (2003). the festival praises him for his  sensational start  with roles in my beautiful launderette and costume classic a room with a view  and a  great number of celebrated roles  in subsequent productions. japan s oldest film studio will also be honoured along with day-lewis. shochiku film studios  which was founded 110 years ago  will become the first cinematic institution to receive the berlinale camera award. famous japanese directors including akira hurosawa have had films produced at the studio.,entertainment
bollywood draws global stars british actress antonia bernath is making her debut in kisna - the warrior poet  marking a growing trend for non-indian stars to appear in bollywood films.  directed by bollywood veteran subhash ghai  the film is set in the british raj and bernath plays an army general s daughter who falls in love with a rural boy  kisna.  i liked the fluid nature of film-making. we improvised quite a lot   says bernath.  at times it felt very chaotic but mr ghai was quite clear about what he wanted.  picked from more than 200 girls in an audition in london  bernath cut short her education at bristol s old vic theatre school to take up the opportunity. it is not often that somebody gets to play the lead role straight out of a drama school. she spent three weeks learning hindi and taking dance lessons.  initially  i was a bit sceptical about how people would respond to me   bernath says.  but i found the hindi film industry very warm and encouraging. i even had a few offers before the work on kisna was completed.   films are one of india s biggest exports and those like lagaan and monsoon wedding have broken the traditional boundaries of colour and culture. spurred by this  bollywood producers are trying to go global in all aspects of film-making  be it technical or artistic.  from young heart-throbs like nick moran of lock  stock and two smoking barrels to model sophie dahl  many non-indian stars want to make the most of this opportunity.  bollywood has truly gone global   says taran adarsh  editor of indian film journal trade guide.  directors are now attempting to woo non-asian audience to increase their share in the overseas film market.  kisna has been shot simultaneously in hindi and english  with the english print shortened by an hour to accommodate the western audience. the film even has a song composed in english by ar rahman  the director of the popular west end musical  bombay dreams.  identification is a popular cinematic device. use of european or american actors can be viewed as a step in that direction   says adarsh.  the cast of kisna also includes british actors michael maloney  caroline langrishe and polly adams.  another actress  annabelle wallace  plays the lead role in a bilingual romantic comedy dil jo bhi kahey (whatever the heart says)  which also stars indian screen legend amitabh bachchan. actor and producer aamir khan s forthcoming venture the rising is set against the backdrop of the indian mutiny of 1857  with british actor toby stephens in a key role. but it isn t only the western actors looking eastwards. bollywood sweetheart aishwarya rai  recently seen in bride and prejudice alongside new zealand actor martin henderson  is building her international career. and  many other bollywood stars have their eyes set on hollywood.  hollywood or bollywood  it s the box office that determines whether something is a passing phase or a trend   says adarsh.  kisna - the warrior poet opens in the uk on 21 january.,entertainment
new media battle for bafta awards the bbc leads the nominations for the bafta interactive awards  including one for the radio times website and one for sport interactive s euro 2004 coverage.  the awards  which were started in 1997  recognise the best websites  digital tv shows and cd roms. other nominees include the guardian news website  the national theatre  mtv  the science museum and the london stock exchange. the winners from 12 different categories are crowned on 2 march 2005. there were nearly 400 entries this year - a third more than last year. the bbc has 16 nominations while the guardian has three nominations.   this year s nominees are a testament to the creative and innovative work going on within the industry   said grant dean  chair of the interactive committee. categories include interactive tv  film  digital tv  mobile phones and music. shaun of the dead  oasis  definitely maybe  really bend it like beckham  the chaplin collection and the day today will battle it out in the dvd category.  itv s great british spelling test takes on the bbc s olympics and spooks interactive for the interactive tv award. and the guardian takes three of a possible five nominations in the news and sport category for its website coverage of euro 2004  the tour de france and the us elections. the bbc s ican site is up for the technical and social innovation award alongside the likes of nottingham university s uncle roy all around you. in 2002  the british academy of film and television decided to split the awards into separate games and interactive ceremonies  to fully cover the range of innovation outside the gaming industry.,entertainment
worldcom ex-boss launches defence lawyers defending former worldcom chief bernie ebbers against a battery of fraud charges have called a company whistleblower as their first witness.  cynthia cooper  worldcom s ex-head of internal accounting  alerted directors to irregular accounting practices at the us telecoms giant in 2002. her warnings led to the collapse of the firm following the discovery of an $11bn (Â£5.7bn) accounting fraud. mr ebbers has pleaded not guilty to charges of fraud and conspiracy.  prosecution lawyers have argued that mr ebbers orchestrated a series of accounting tricks at worldcom  ordering employees to hide expenses and inflate revenues to meet wall street earnings estimates. but ms cooper  who now runs her own consulting business  told a jury in new york on wednesday that external auditors arthur andersen had approved worldcom s accounting in early 2001 and 2002. she said andersen had given a  green light  to the procedures and practices used by worldcom. mr ebber s lawyers have said he was unaware of the fraud  arguing that auditors did not alert him to any problems.  ms cooper also said that during shareholder meetings mr ebbers often passed over technical questions to the company s finance chief  giving only  brief  answers himself. the prosecution s star witness  former worldcom financial chief scott sullivan  has said that mr ebbers ordered accounting adjustments at the firm  telling him to  hit our books . however  ms cooper said mr sullivan had not mentioned  anything uncomfortable  about worldcom s accounting during a 2001 audit committee meeting. mr ebbers could face a jail sentence of 85 years if convicted of all the charges he is facing. worldcom emerged from bankruptcy protection in 2004  and is now known as mci. last week  mci agreed to a buyout by verizon communications in a deal valued at $6.75bn.,business
hollywood campaign hits websites movie studio efforts to stop pirated films being shared on peer-to-peer networks have claimed a high-profile victim.  the campaign of legal action is thought to be behind the closure of the widely used suprnova.org website. the site was the most popular place for people swapping and sharing links for the bittorrent network. a recent study showed that more than half of the peer-to-peer traffic during june was for the bittorrent system.  in a message posted on suprnova.org on sunday  the site s controllers said the site was  closing down for good in the way that we all know it . if the site did return  the message said  it would not be hosting any more torrent links. it continued:  we are very sorry for this  but there was no other way  we have tried everything.   the only parts that would keep going  said the operators of the suprnova site  were the discussion forums and net chat channels. the site is thought to have closed following an announcement by the motion picture association of america that it was launching legal action against those operating bittorrent servers rather than end users. because of the way that bittorrent works  server sites do not host the actual file being shared  instead they host a link that points people to others that have it. by targeting servers  the mpaa hopes to cripple bittorrent s ability to share files. in the opening days of the mpaa campaign  the organisation filed 100 lawsuits against operators of bittorrent server site. the launching of the legal seems to be having an effect. phoenix torrents  another popular bittorrent site  has also decided to shut down and  though it gave no reasons for the closure  it is thought to be motivated by the threat of legal action. last week finnish police raided a bittorrent site based in the country that  according to reports  let 10 000 users shared pirated films  software  music and games.,tech
snicket tops us box office chart the film adaptation of lemony snicket novels has topped the north america box office chart  displacing ocean s 12.  a series of unfortunate events  starring jim carrey  took $30.2m (Â£15.5m) in its debut weekend. ocean s 12 fell to number two while new entry spanglish entered the chart at number three  taking $9m (Â£4.6m). a series of unfortunate events also stars scottish comedian billy connelly  while carrey takes on a number of different roles in the surreal film. the only other new entry in the top 10 was re-make  flight of the phoenix  at number eight  starring dennis quaid. carrey entertained crowds at the uk premiere of lemony snicket in london on friday. the actor grabbed co-star meryl streep and whisked her around leicester square. based on the cult children s books by author daniel handler  the film follows three children who are orphaned when their parents die in a fire. they are taken in by their wicked uncle count olaf  played by carrey  who schemes to get his hands on their fortune.,entertainment
day-lewis set for berlin honour actor daniel day-lewis is to be presented with an award for his career in film at the berlin film festival.  the 47-year-old  whose credits include his oscar-winning performance in my left foot  will be presented with the berlinale camera award on 15 february. the honour  awarded since 1986  honours figures in cinema that the festival feels  particularly indebted to . man to man  a historical epic starring kristin scott thomas  opens the german festival on 10 february. a candid documentary about the life and career of singer george michael  a different story will also be screened at the 10-day event.    day-lewis has competed four times at the berlin film festival  with films in the name of the father (1994)  the crucible (1997)  the boxer (1998) and martin scorsese s gangs of new york (2003). the festival praises him for his  sensational start  with roles in my beautiful launderette and costume classic a room with a view  and a  great number of celebrated roles  in subsequent productions. japan s oldest film studio will also be honoured along with day-lewis. shochiku film studios  which was founded 110 years ago  will become the first cinematic institution to receive the berlinale camera award. famous japanese directors including akira kurosawa have had films produced at the studio.,entertainment
wal-mart to pay $14m in gun suit the world s largest retailer  wal-mart  has agreed to pay a total of $14.5m (Â£7.74m) to settle a lawsuit over gun sales violations in california.  the lawsuit alleged wal-mart committed thousands of gun sales violations in california between 2000 and 2003. the total payment includes $5m in fines and more than $4m to fund state compliance checks with gun laws and prevent ammunition sales to minors. wal-mart agreed to suspend firearms sales in its california stores in 2003   the alleged violations included the sale of guns to 23 people who were not allowed to possess them  and delivering 36 guns to customers who acquired them for people not allowed to own firearms. although wal-mart has suspended firearms sales in the state  california attorney general bill lockyer said he wanted to be sure the giant supermarket chain would follow state rules in future.  wal-mart s failure to comply with gun safety laws put the lives of all californians at risk by placing guns in the hands of criminals and other prohibited persons   said mr lockyer.  although wal-mart has suspended gun sales in california  this settlement will ensure that it follows state law if it renews sales and will also provide valuable public education about the importance of gun safety.  the world s largest retailer has not yet decided whether to resume firearms sales in california  company spokesman gus whitcomb said.,business
saudi ncci s shares soar shares in saudi arabia s national company for cooperative insurance (ncci) soared on their first day of trading in riyadh.  they were trading 84% above the offer price on monday  changing hands at 372 riyals ($99; Â£53) after topping 400 early in the day. demand for the insurer s debut shares was strong - 12 times what was on sale. the listing was part of the country s plans to open up its insurance market and boost demand in the sector. deregulation is expected to boost demand for accident and damage cover.  previously  only ncci has been legally allowed to offer insurance products within saudi arabia. however  the authorities have turned a blind eye to the many other firms selling insurance. saudi arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies. policy-makers also want to make having insurance more of a requirement  but first have to take steps to boost public confidence in the system  analysts said. as a result  ncci is being developed as the industry s flagship firm - publicly-listed  with audited accounts. saudi arabia sold 7 million ncci shares  or about 70% of the company s total capital last month. more than 800 000 applicants got 9 shares each for 205 riyals apiece.,business
